CORP_KEY|CIFID|CORP_REP_KEY|TYPE|STR1|STR2|STR3|STR4|STR5|STR6|STR7|STR8|STR9|STR10|STR11|DATE1|STR12|DATE2|AMOUNT1|AMOUNT2|AMOUNT3|AMOUNT4|SMALL_STR1|SMALL_STR2|SMALL_STR3|SMALL_STR4|SMALL_STR5|SMALL_STR6|SMALL_STR7|SMALL_STR8|SMALL_STR9|SMALL_STR10|MED_STR1|MED_STR2|MED_STR3|MED_STR4|MED_STR5|MED_STR6|MED_STR7|MED_STR8|MED_STR9|MED_STR10|LARGE_STR1|LARGE_STR2|LARGE_STR3|LARGE_STR4|LARGE_STR5|DATE3|DATE4|DATE5|DATE6|DATE7|DATE8|DATE9|DATE10|NUMBER1|NUMBER2|NUMBER3|NUMBER4|NUMBER5|NUMBER6|NUMBER7|NUMBER8|NUMBER9|NUMBER10|DECIMAL1|DECIMAL2|DECIMAL3|DECIMAL4|DECIMAL5|DECIMAL6|DECIMAL7|DECIMAL8|DECIMAL9|DECIMAL10|ENTITYTYPE|STR43|STR44|STR45|STR46|STR47|STR48|STR49|STR50|ORGKEY|STR21|STR22|STR23|STR24|STR25|STR26|STR27|STR28|STR29|STR30|STR31|STR32|STR38|STR39|STR40|STR41|STR42|DBFLOAT1|DBFLOAT2|DBFLOAT3|DBFLOAT4|DBFLOAT5|AMOUNT5|FLAG1|FLAG2|FLAG3|FLAG4|FLAG5|INT1|INT2|INT3|INT4|INT5|INT6|INT7|INT8|INT9|INT10|INT11|INT12|INT13|INT14|INT15|MLUSERFIELD1|MLUSERFIELD2|MLUSERFIELD3|MLUSERFIELD4|MLUSERFIELD5|STR1_CODE|STR2_CODE|STR3_CODE|STR4_CODE|STR5_CODE|CORE_CUST_ID|CORE_CHILD_CUST_ID|PERCENTAGE1|PERCENTAGE2|PERCENTAGE3|PERCENTAGE4|PERCENTAGE5|BANK_ID|STR4_ALT1|STR5_ALT1|STR1_ALT1
C000357932|C000357932||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000357932||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000359080|C000359080||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000359080||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000358890|C000358890||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000358890||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000359398|C000359398||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000359398||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000359345|C000359345||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000359345||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000001251|C000001251||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000001251||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000001253|C000001253||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000001253||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000001256|C000001256||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000001256||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000001257|C000001257||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000001257||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000001260|C000001260||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000001260||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000001268|C000001268||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000001268||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000001278|C000001278||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000001278||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000002205|C000002205||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000002205||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000002218|C000002218||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000002218||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000002229|C000002229||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000002229||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000002232|C000002232||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000002232||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000002247|C000002247||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000002247||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
